Temporada;Jugador_CodigoFBRef;Jugador;Equipo_CodigoFBRef;Pais_Codigo;Delantero;Fecha;Dia;Ronda;Sedes;Resultado;Equipo;Adversario;Arranque_Partido_Capitan;Posicion_Jugador;Monitos_Jugados;Rendimiento_GolesMarcados;Rendimiento_Asistencias;Rendimiento_TirosPenalesEjecutados;Rendimiento_TirosPenalesIntentados;Rendimiento_TotalDisparos;Rendimiento_LanzamientoEnObjetivo;Rendimiento_TarjetasAmarillas;Rendimiento_TarjetasRojas;Rendimiento_Toques;Rendimiento_Derribos;Rendimiento_Intercepciones;Rendimiento_Bloqueos;Expectativa_GolesEsperados;Expectativa_GolesEsperadosSinPenaltis;Expectativa_GolesEsperadosConAsistencia;AccionesParaCreacionDeTiros;AccionesParaCreacionDeGoles;PasesCompletados;PasesIntentados;PorcentajeCumplimientoDePases;PasesProgresivos;TransporteVecesControlaBalon;TransporteAcarreosProgresivos;TomasIntentadasEnfrentadoDefensor;TomasExitosasEnfrentando
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2022-02-12;Sáb;Semana 24 de partido;Visitante;E 0–0;Celta Vigo;Cádiz;Sí;CB;90;0;0;0;0;0;0;0;0;65;0;2;2;0.0;0.0;0.0;0;0;45;58;77.6;5;43;2;0;0
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2022-02-21;Lun;Semana 25 de partido;Local;E 1–1;Celta Vigo;Levante;Sí;CB;90;0;0;0;0;0;0;0;0;76;4;0;0;0.0;0.0;0.0;0;0;53;65;81.5;4;48;1;1;1
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2022-03-06;Dom;Semana 27 de partido;Local;V 4–3;Celta Vigo;Mallorca;Sí;CB;90;0;0;0;0;2;0;0;0;72;0;3;0;0.0;0.0;0.0;2;1;54;64;84.4;10;49;1;0;0
2021-2022;81442ecb;Marcos Acuña;ad2be733;ARG;NO;2021-09-22;Mié;Semana 6 de partido;Local;V 3–1;Sevilla;Valencia;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-08-14;Sáb;Semana 1 de partido;Local;D 1–4;Alavés;Real Madrid;Sí;RB;90;0;0;0;0;0;0;0;0;61;2;0;2;0.0;0.0;0.1;2;0;38;55;69.1;1;32;1;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-08-21;Sáb;Semana 2 de partido;Local;D 0–1;Alavés;Mallorca;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-12-03;Vie;Semana 16 de partido;Visitante;D 1–2;Alavés;Granada;Sí;RB;90;0;0;0;0;1;0;0;0;65;3;5;1;0.0;0.0;0.0;1;0;40;52;76.9;4;27;0;2;1
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-12-18;Sáb;Semana 18 de partido;Visitante;D 0–2;Alavés;Rayo Vallecano;Sí;RB;75;0;0;0;0;0;0;0;0;33;2;3;1;0.0;0.0;0.0;0;0;13;20;65.0;1;7;0;2;2
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2022-03-20;Dom;Semana 29 de partido;Local;E 0–0;Celta Vigo;Betis;Sí;CB;90;0;0;0;0;0;0;0;0;64;1;0;1;0.0;0.0;0.0;0;0;45;55;81.8;4;40;0;0;0
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2022-04-02;Sáb;Semana 30 de partido;Local;D 1–2;Celta Vigo;Real Madrid;Sí;CB;90;0;0;0;0;1;0;0;0;50;2;0;1;0.1;0.1;0.0;0;0;38;45;84.4;5;30;0;0;0
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2022-04-10;Dom;Semana 31 de partido;Visitante;D 0–1;Celta Vigo;Espanyol;Sí;CB;90;0;0;0;0;0;0;0;0;65;0;1;1;0.0;0.0;0.0;0;0;45;57;78.9;7;40;1;2;2
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2022-04-20;Mié;Semana 33 de partido;Local;D 0–2;Celta Vigo;Getafe;Sí;CB;90;0;0;0;0;0;0;0;0;112;2;4;1;0.0;0.0;0.0;1;0;87;101;86.1;6;74;2;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-08-27;Vie;Semana 3 de partido;Visitante;D 0–3;Alavés;Valencia;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-09-18;Sáb;Semana 5 de partido;Local;D 0–2;Alavés;Osasuna;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-09-22;Mié;Semana 6 de partido;Visitante;D 0–1;Alavés;Espanyol;Sí;RB;85;0;0;0;0;1;0;0;0;54;1;3;2;0.1;0.1;0.0;0;0;28;41;68.3;3;17;1;1;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-09-25;Sáb;Semana 7 de partido;Local;V 1–0;Alavés;Atlético Madrid;Sí;RB;90;0;0;0;0;0;0;0;0;38;2;3;1;0.0;0.0;0.0;2;0;16;25;64.0;6;16;1;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-10-01;Vie;Semana 8 de partido;Visitante;D 0–1;Alavés;Athletic Club;Sí;RB;73;0;0;0;0;0;0;0;0;34;2;1;1;0.0;0.0;0.0;1;0;17;25;68.0;0;15;0;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-10-26;Mar;Semana 11 de partido;Local;V 1–0;Alavés;Elche;No;RB;31;0;0;0;0;0;0;0;0;23;1;0;0;0.0;0.0;0.0;4;0;18;22;81.8;1;13;1;1;1
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-11-06;Sáb;Semana 13 de partido;Local;V 2–1;Alavés;Levante;Sí;RB;90;0;1;0;0;0;0;0;0;76;1;0;1;0.0;0.0;0.0;4;2;49;70;70.0;5;39;0;1;1
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-12-11;Sáb;Semana 17 de partido;Local;E 1–1;Alavés;Getafe;Sí;RB;79;0;0;0;0;1;0;1;0;83;4;0;1;0.0;0.0;0.0;1;0;57;77;74.0;6;59;5;2;2
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-10-18;Lun;Semana 9 de partido;Local;D 0–1;Alavés;Betis;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-10-23;Sáb;Semana 10 de partido;Visitante;V 2–0;Alavés;Cádiz;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-10-30;Sáb;Semana 12 de partido;Visitante;E 1–1;Alavés;Barcelona;No;RB;71;0;0;0;0;0;0;0;0;22;1;2;0;0.0;0.0;0.0;1;0;8;16;50.0;0;9;0;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-11-20;Sáb;Semana 14 de partido;Visitante;E 2–2;Alavés;Sevilla;Sí;RB;90;0;0;0;0;0;0;0;0;51;1;0;0;0.0;0.0;0.0;0;0;21;39;53.8;2;10;0;3;2
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-11-27;Sáb;Semana 15 de partido;Local;D 1–2;Alavés;Celta Vigo;Sí;RB;90;0;0;0;0;0;0;1;0;68;0;1;2;0.0;0.0;0.2;3;0;43;62;69.4;6;44;0;2;2
2021-2022;4d034881;Sergio Agüero;206d90db;ARG;SI;2021-10-24;Dom;Semana 10 de partido;Local;D 1–2;Barcelona;Real Madrid;No;FW;17;1;0;0;0;2;1;0;0;7;1;0;0;0.6;0.6;0.0;0;0;0;3;0.0;0;5;1;0;0
2021-2022;4d034881;Sergio Agüero;206d90db;ARG;SI;2021-10-30;Sáb;Semana 12 de partido;Local;E 1–1;Barcelona;Alavés;Sí;FW;40;0;0;0;0;1;0;0;0;18;0;0;0;0.1;0.1;0.0;0;0;13;17;76.5;1;6;0;0;0
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2021-08-23;Lun;Semana 2 de partido;Visitante;E 0–0;Celta Vigo;Osasuna;No;CB;12;0;0;0;0;0;0;0;0;6;0;0;0;0.0;0.0;0.0;0;0;3;5;60.0;0;3;0;0;0
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2021-08-28;Sáb;Semana 3 de partido;Local;D 0–1;Celta Vigo;Athletic Club;Sí;CB;79;0;0;0;0;0;0;0;0;57;1;1;0;0.0;0.0;0.0;3;0;41;51;80.4;3;33;2;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2021-12-21;Mar;Semana 4 de partido;Visitante;D 2–5;Alavés;Villarreal;Sí;RB;90;0;0;0;0;0;0;1;0;41;0;1;1;0.0;0.0;0.0;0;0;22;34;64.7;1;23;1;1;1
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-01-02;Dom;Semana 19 de partido;Local;E 1–1;Alavés;Real Sociedad;Sí;RB;90;0;0;0;0;0;0;0;0;60;3;0;3;0.0;0.0;0.1;5;1;36;44;81.8;2;20;0;2;1
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-01-09;Dom;Semana 20 de partido;Local;E 0–0;Alavés;Athletic Club;Sí;RB;90;0;0;0;0;0;0;0;0;57;2;0;0;0.0;0.0;0.1;3;0;31;51;60.8;6;30;1;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-01-18;Mar;Semana 21 de partido;Visitante;D 0–4;Alavés;Betis;Sí;RM,RB;90;0;0;0;0;0;0;0;0;40;0;2;0;0.0;0.0;0.0;1;0;25;36;69.4;6;13;2;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-01-23;Dom;Semana 22 de partido;Local;D 0–1;Alavés;Barcelona;Sí;RB;90;0;0;0;0;0;0;0;0;36;3;2;1;0.0;0.0;0.0;1;0;11;23;47.8;1;10;1;1;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-02-05;Sáb;Semana 23 de partido;Visitante;D 1–3;Alavés;Elche;Sí;RB;53;0;0;0;0;0;0;0;0;32;1;0;0;0.0;0.0;0.0;0;0;19;29;65.5;0;9;0;1;1
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-02-13;Dom;Semana 24 de partido;Local;V 2–1;Alavés;Valencia;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-04-16;Sáb;Semana 32 de partido;Local;V 1–0;Alavés;Rayo Vallecano;No;RW;16;0;0;0;0;0;0;0;0;5;0;0;0;0.0;0.0;0.0;0;0;1;4;25.0;0;3;0;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-04-19;Mar;Semana 33 de partido;Visitante;D 1–2;Alavés;Mallorca;No;LB;1;0;0;0;0;0;0;1;0;7;2;0;1;0.0;0.0;0.0;0;0;3;4;75.0;0;2;0;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-04-30;Sáb;Semana 34 de partido;Local;V 2–1;Alavés;Villarreal;No;RW;27;0;0;0;0;0;0;0;0;11;1;0;0;0.0;0.0;0.0;0;0;7;10;70.0;2;6;1;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-05-07;Sáb;Semana 35 de partido;Visitante;D 0–4;Alavés;Celta Vigo;No;WB;45;0;0;0;0;0;0;0;0;33;0;2;0;0.0;0.0;0.0;0;0;22;26;84.6;2;16;0;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-05-11;Mié;Semana 36 de partido;Local;V 2–1;Alavés;Espanyol;No;RW;8;0;0;0;0;1;0;0;0;5;0;0;0;0.0;0.0;0.0;1;0;2;3;66.7;0;2;0;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-05-22;Dom;Semana 38 de partido;Local;D 0–1;Alavés;Cádiz;Sí;RW;62;0;0;0;0;0;0;0;0;31;2;0;2;0.0;0.0;0.1;2;0;20;24;83.3;2;7;0;0;0
2021-2022;4d034881;Sergio Agüero;206d90db;ARG;SI;2021-10-17;Dom;Semana 9 de partido;Local;V 3–1;Barcelona;Valencia;No;FW;4;0;0;0;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;0;0;1;2;50.0;1;2;1;0;0
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-02-19;Sáb;Semana 25 de partido;Visitante;D 0–3;Alavés;Real Madrid;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;355c883a;Martin Agirregabiria;8d6fd021;ESP;NO;2022-02-26;Sáb;Semana 26 de partido;Visitante;E 2–2;Alavés;Getafe;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;a2c1a8d3;Julen Agirrezabala;2b390eca;ESP;NO;2021-08-16;Lun;Semana 1 de partido;Visitante;E 0–0;Athletic Club;Elche;Sí;GK;90;0;0;0;0;0;0;0;0;23;0;0;0;0.0;0.0;0.0;0;0;17;21;81.0;0;7;0;0;0
2021-2022;a2c1a8d3;Julen Agirrezabala;2b390eca;ESP;NO;2021-08-21;Sáb;Semana 2 de partido;Local;E 1–1;Athletic Club;Barcelona;Sí;GK;90;0;0;0;0;0;0;0;0;26;0;0;0;0.0;0.0;0.0;1;0;18;24;75.0;0;13;0;0;0
2021-2022;a2c1a8d3;Julen Agirrezabala;2b390eca;ESP;NO;2021-12-19;Dom;Semana 18 de partido;Local;V 3–2;Athletic Club;Betis;Sí;GK;90;0;0;0;0;0;0;0;0;24;0;0;0;0.0;0.0;0.0;0;0;13;21;61.9;0;14;0;0;0
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2021-09-12;Dom;Semana 4 de partido;Visitante;D 2–5;Celta Vigo;Real Madrid;No;CB;2;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.0;0;0;2;2;100.0;0;2;0;0;0
2021-2022;18abe173;Joseph Aidoo;f25da7fb;GHA;NO;2021-12-10;Vie;Semana 17 de partido;Visitante;E 0–0;Celta Vigo;Mallorca;Sí;CB;90;0;0;0;0;0;0;0;0;31;0;2;0;0.0;0.0;0.0;0;0;7;19;36.8;0;8;0;0;0
